year,state,county,commodity,value
2022,NEW HAMPSHIRE,ROCKINGHAM,CUT CHRISTMAS TREES,1386
2022,OHIO,KNOX,CUT CHRISTMAS TREES,1398
2022,MINNESOTA,CHISAGO,CUT CHRISTMAS TREES,1401
2022,NEW YORK,RENSSELAER,CUT CHRISTMAS TREES,1401
2022,PENNSYLVANIA,ARMSTRONG,CUT CHRISTMAS TREES,1416
2022,VERMONT,WINDHAM,CUT CHRISTMAS TREES,1434
2022,VIRGINIA,PRINCE WILLIAM,CUT CHRISTMAS TREES,1450
2022,SOUTH CAROLINA,AIKEN,CUT CHRISTMAS TREES,1458
2022,INDIANA,BARTHOLOMEW,CUT CHRISTMAS TREES,1470
2022,TEXAS,JOHNSON,CUT CHRISTMAS TREES,1470
2022,ILLINOIS,DE KALB,CUT CHRISTMAS TREES,1500
2022,MINNESOTA,RICE,CUT CHRISTMAS TREES,1500
2022,MICHIGAN,ALPENA,CUT CHRISTMAS TREES,1528
2022,GEORGIA,BARTOW,CUT CHRISTMAS TREES,1555
2022,NEW JERSEY,OCEAN,CUT CHRISTMAS TREES,1571
2022,INDIANA,PARKE,CUT CHRISTMAS TREES,1580
2022,VIRGINIA,FREDERICK,CUT CHRISTMAS TREES,1602
2022,NEW HAMPSHIRE,HILLSBOROUGH,CUT CHRISTMAS TREES,1604
2022,MISSISSIPPI,NEWTON,CUT CHRISTMAS TREES,1620
2022,NORTH CAROLINA,YANCEY,CUT CHRISTMAS TREES,1620
2022,WISCONSIN,BARRON,CUT CHRISTMAS TREES,1626
2022,NEBRASKA,SEWARD,CUT CHRISTMAS TREES,1638
2022,VIRGINIA,CARROLL,CUT CHRISTMAS TREES,1645
2022,IOWA,WINNESHIEK,CUT CHRISTMAS TREES,1650
2022,MISSISSIPPI,PONTOTOC,CUT CHRISTMAS TREES,1650
2022,WISCONSIN,OZAUKEE,CUT CHRISTMAS TREES,1652
2022,HAWAII,HONOLULU,CUT CHRISTMAS TREES,1654
2022,GEORGIA,SPALDING,CUT CHRISTMAS TREES,1671
2022,NEW YORK,WARREN,CUT CHRISTMAS TREES,1689
2022,IDAHO,KOOTENAI,CUT CHRISTMAS TREES,1712
2022,NEW JERSEY,SOMERSET,CUT CHRISTMAS TREES,1720
2022,OHIO,MEDINA,CUT CHRISTMAS TREES,1726
2022,MICHIGAN,JACKSON,CUT CHRISTMAS TREES,1736
2022,VIRGINIA,ROCKINGHAM,CUT CHRISTMAS TREES,1740
2022,ILLINOIS,ST CLAIR,CUT CHRISTMAS TREES,1743
2022,OHIO,COSHOCTON,CUT CHRISTMAS TREES,1745
2022,PENNSYLVANIA,CUMBERLAND,CUT CHRISTMAS TREES,1760
2022,MICHIGAN,DELTA,CUT CHRISTMAS TREES,1762
2022,VIRGINIA,MADISON,CUT CHRISTMAS TREES,1764
2022,MAINE,LINCOLN,CUT CHRISTMAS TREES,1798
2022,GEORGIA,WHITFIELD,CUT CHRISTMAS TREES,1800
2022,GEORGIA,WARE,CUT CHRISTMAS TREES,1800
2022,SOUTH CAROLINA,SALUDA,CUT CHRISTMAS TREES,1800
2022,MARYLAND,ANNE ARUNDEL,CUT CHRISTMAS TREES,1812
2022,GEORGIA,PIKE,CUT CHRISTMAS TREES,1818
2022,VIRGINIA,FAUQUIER,CUT CHRISTMAS TREES,1820
2022,NEW YORK,GENESEE,CUT CHRISTMAS TREES,1830
2022,INDIANA,DELAWARE,CUT CHRISTMAS TREES,1850
2022,OHIO,TRUMBULL,CUT CHRISTMAS TREES,1864
2022,NEW YORK,SCHUYLER,CUT CHRISTMAS TREES,1875
2022,ILLINOIS,PEORIA,CUT CHRISTMAS TREES,1899
2022,VERMONT,WINDSOR,CUT CHRISTMAS TREES,1910
2022,MICHIGAN,CLINTON,CUT CHRISTMAS TREES,1913
2022,MINNESOTA,WRIGHT,CUT CHRISTMAS TREES,1921
2022,INDIANA,ALLEN,CUT CHRISTMAS TREES,1966
2022,NEW YORK,CHEMUNG,CUT CHRISTMAS TREES,1970
2022,PENNSYLVANIA,CLINTON,CUT CHRISTMAS TREES,1990
2022,MARYLAND,BALTIMORE,CUT CHRISTMAS TREES,1992
2022,NEW HAMPSHIRE,CHESHIRE,CUT CHRISTMAS TREES,1999
2022,ILLINOIS,PUTNAM,CUT CHRISTMAS TREES,2000
2022,MICHIGAN,CALHOUN,CUT CHRISTMAS TREES,2012
2022,WASHINGTON,CLALLAM,CUT CHRISTMAS TREES,2084
2022,NEW JERSEY,MORRIS,CUT CHRISTMAS TREES,2087
2022,VIRGINIA,CULPEPER,CUT CHRISTMAS TREES,2096
2022,NEW MEXICO,MORA,CUT CHRISTMAS TREES,2105
2022,WISCONSIN,ASHLAND,CUT CHRISTMAS TREES,2116
2022,CALIFORNIA,PLACER,CUT CHRISTMAS TREES,2136
2022,MAINE,FRANKLIN,CUT CHRISTMAS TREES,2166
2022,NEW HAMPSHIRE,SULLIVAN,CUT CHRISTMAS TREES,2183
2022,ILLINOIS,WHITESIDE,CUT CHRISTMAS TREES,2185
2022,NORTH CAROLINA,LINCOLN,CUT CHRISTMAS TREES,2190
2022,SOUTH CAROLINA,GREENVILLE,CUT CHRISTMAS TREES,2204
2022,VIRGINIA,AUGUSTA,CUT CHRISTMAS TREES,2240
2022,FLORIDA,SUMTER,CUT CHRISTMAS TREES,2250
2022,MICHIGAN,CLARE,CUT CHRISTMAS TREES,2252
2022,MICHIGAN,ISABELLA,CUT CHRISTMAS TREES,2262
2022,PENNSYLVANIA,WYOMING,CUT CHRISTMAS TREES,2277
2022,NEW HAMPSHIRE,BELKNAP,CUT CHRISTMAS TREES,2284
2022,GEORGIA,LAURENS,CUT CHRISTMAS TREES,2290
2022,NEW YORK,CHENANGO,CUT CHRISTMAS TREES,2306
2022,SOUTH CAROLINA,LEXINGTON,CUT CHRISTMAS TREES,2325
2022,WEST VIRGINIA,POCAHONTAS,CUT CHRISTMAS TREES,2335
2022,WISCONSIN,BROWN,CUT CHRISTMAS TREES,2349
2022,OREGON,BAKER,CUT CHRISTMAS TREES,2368
2022,NEBRASKA,WASHINGTON,CUT CHRISTMAS TREES,2384
2022,MICHIGAN,LIVINGSTON,CUT CHRISTMAS TREES,2420
2022,NEW YORK,ONTARIO,CUT CHRISTMAS TREES,2441
2022,NEW YORK,NIAGARA,CUT CHRISTMAS TREES,2459
2022,MICHIGAN,KALAMAZOO,CUT CHRISTMAS TREES,2476
2022,VIRGINIA,CLARKE,CUT CHRISTMAS TREES,2489
2022,PENNSYLVANIA,PERRY,CUT CHRISTMAS TREES,2495
2022,MICHIGAN,MONROE,CUT CHRISTMAS TREES,2513
2022,NEW HAMPSHIRE,STRAFFORD,CUT CHRISTMAS TREES,2528
2022,MONTANA,SANDERS,CUT CHRISTMAS TREES,2550
2022,ILLINOIS,WASHINGTON,CUT CHRISTMAS TREES,2568
2022,ALABAMA,JEFFERSON,CUT CHRISTMAS TREES,2577
2022,WASHINGTON,SKAGIT,CUT CHRISTMAS TREES,2612
2022,OHIO,SUMMIT,CUT CHRISTMAS TREES,2616
2022,VIRGINIA,LOUISA,CUT CHRISTMAS TREES,2640
2022,NEW JERSEY,CUMBERLAND,CUT CHRISTMAS TREES,2671
2022,WEST VIRGINIA,LINCOLN,CUT CHRISTMAS TREES,2680
2022,OHIO,FRANKLIN,CUT CHRISTMAS TREES,2694
2022,VERMONT,ADDISON,CUT CHRISTMAS TREES,2694
2022,OREGON,JACKSON,CUT CHRISTMAS TREES,2702
2022,NEW HAMPSHIRE,MERRIMACK,CUT CHRISTMAS TREES,2738
2022,VERMONT,ORANGE,CUT CHRISTMAS TREES,2772
2022,MISSOURI,WARREN,CUT CHRISTMAS TREES,2810
2022,RHODE ISLAND,WASHINGTON,CUT CHRISTMAS TREES,2829
2022,NORTH CAROLINA,WAKE,CUT CHRISTMAS TREES,2900
2022,WISCONSIN,RICHLAND,CUT CHRISTMAS TREES,2910
2022,NEW YORK,CORTLAND,CUT CHRISTMAS TREES,2931
2022,OHIO,TUSCARAWAS,CUT CHRISTMAS TREES,2932
2022,VIRGINIA,PAGE,CUT CHRISTMAS TREES,2955
2022,CALIFORNIA,SAN LUIS OBISPO,CUT CHRISTMAS TREES,3003
2022,OHIO,HURON,CUT CHRISTMAS TREES,3022
2022,CALIFORNIA,MERCED,CUT CHRISTMAS TREES,3030
2022,MINNESOTA,MILLE LACS,CUT CHRISTMAS TREES,3083
2022,WISCONSIN,SHEBOYGAN,CUT CHRISTMAS TREES,3134
2022,WEST VIRGINIA,MINERAL,CUT CHRISTMAS TREES,3192
2022,WEST VIRGINIA,JEFFERSON,CUT CHRISTMAS TREES,3202
2022,OHIO,MONTGOMERY,CUT CHRISTMAS TREES,3281
2022,SOUTH CAROLINA,YORK,CUT CHRISTMAS TREES,3300
2022,CALIFORNIA,LAKE,CUT CHRISTMAS TREES,3436
2022,ALABAMA,BLOUNT,CUT CHRISTMAS TREES,3450
2022,OHIO,DELAWARE,CUT CHRISTMAS TREES,3480
2022,CONNECTICUT,MIDDLESEX,CUT CHRISTMAS TREES,3493
2022,MICHIGAN,GENESEE,CUT CHRISTMAS TREES,3493
2022,MAINE,PENOBSCOT,CUT CHRISTMAS TREES,3508
2022,MARYLAND,HARFORD,CUT CHRISTMAS TREES,3517
2022,OREGON,DOUGLAS,CUT CHRISTMAS TREES,3525
2022,NEW JERSEY,MIDDLESEX,CUT CHRISTMAS TREES,3568
2022,OHIO,MORROW,CUT CHRISTMAS TREES,3568
2022,VERMONT,LAMOILLE,CUT CHRISTMAS TREES,3573
2022,PENNSYLVANIA,DAUPHIN,CUT CHRISTMAS TREES,3585
2022,GEORGIA,MCINTOSH,CUT CHRISTMAS TREES,3588
2022,NEBRASKA,LANCASTER,CUT CHRISTMAS TREES,3614
2022,NEW YORK,WYOMING,CUT CHRISTMAS TREES,3632
2022,MINNESOTA,ST. LOUIS,CUT CHRISTMAS TREES,3642
2022,WISCONSIN,OCONTO,CUT CHRISTMAS TREES,3759
2022,WISCONSIN,WAUKESHA,CUT CHRISTMAS TREES,3774
2022,OKLAHOMA,OKLAHOMA,CUT CHRISTMAS TREES,3843
2022,WISCONSIN,EAU CLAIRE,CUT CHRISTMAS TREES,3853
2022,SOUTH CAROLINA,GREENWOOD,CUT CHRISTMAS TREES,3900
2022,MASSACHUSETTS,PLYMOUTH,CUT CHRISTMAS TREES,3910
2022,NEW YORK,SUFFOLK,CUT CHRISTMAS TREES,3915
2022,NEW YORK,OTSEGO,CUT CHRISTMAS TREES,3932
2022,GEORGIA,FORSYTH,CUT CHRISTMAS TREES,3978
2022,MICHIGAN,MUSKEGON,CUT CHRISTMAS TREES,3980
2022,WEST VIRGINIA,OHIO,CUT CHRISTMAS TREES,3987
2022,NEW JERSEY,BURLINGTON,CUT CHRISTMAS TREES,4076
2022,PENNSYLVANIA,CAMBRIA,CUT CHRISTMAS TREES,4080
2022,NEW YORK,SARATOGA,CUT CHRISTMAS TREES,4097
2022,PENNSYLVANIA,TIOGA,CUT CHRISTMAS TREES,4111
2022,PENNSYLVANIA,SUSQUEHANNA,CUT CHRISTMAS TREES,4122
2022,PENNSYLVANIA,CENTRE,CUT CHRISTMAS TREES,4190
2022,MAINE,ANDROSCOGGIN,CUT CHRISTMAS TREES,4277
2022,KANSAS,SEDGWICK,CUT CHRISTMAS TREES,4313
2022,MINNESOTA,POPE,CUT CHRISTMAS TREES,4350
2022,MICHIGAN,SAGINAW,CUT CHRISTMAS TREES,4356
2022,PENNSYLVANIA,LEBANON,CUT CHRISTMAS TREES,4391
2022,NEW JERSEY,ATLANTIC,CUT CHRISTMAS TREES,4412
2022,OHIO,GREENE,CUT CHRISTMAS TREES,4471
2022,NEW YORK,TIOGA,CUT CHRISTMAS TREES,4511
2022,NEW JERSEY,GLOUCESTER,CUT CHRISTMAS TREES,4575
2022,WISCONSIN,WOOD,CUT CHRISTMAS TREES,4579
2022,MASSACHUSETTS,BERKSHIRE,CUT CHRISTMAS TREES,4586
2022,MAINE,HANCOCK,CUT CHRISTMAS TREES,4708
2022,PENNSYLVANIA,BEDFORD,CUT CHRISTMAS TREES,4725
2022,INDIANA,TIPPECANOE,CUT CHRISTMAS TREES,4740
2022,ILLINOIS,JO DAVIESS,CUT CHRISTMAS TREES,4897
2022,WISCONSIN,WALWORTH,CUT CHRISTMAS TREES,4909
2022,GEORGIA,WALKER,CUT CHRISTMAS TREES,4911
2022,MINNESOTA,PINE,CUT CHRISTMAS TREES,4946
2022,MICHIGAN,EATON,CUT CHRISTMAS TREES,4966
2022,MICHIGAN,SANILAC,CUT CHRISTMAS TREES,4980
2022,RHODE ISLAND,PROVIDENCE,CUT CHRISTMAS TREES,5033
2022,VERMONT,CALEDONIA,CUT CHRISTMAS TREES,5105
2022,OHIO,STARK,CUT CHRISTMAS TREES,5131
2022,INDIANA,LA PORTE,CUT CHRISTMAS TREES,5168
2022,WISCONSIN,WAUPACA,CUT CHRISTMAS TREES,5203
2022,NEW JERSEY,MONMOUTH,CUT CHRISTMAS TREES,5318
2022,NORTH CAROLINA,WILKES,CUT CHRISTMAS TREES,5325
2022,MAINE,CUMBERLAND,CUT CHRISTMAS TREES,5338
2022,MICHIGAN,NEWAYGO,CUT CHRISTMAS TREES,5481
2022,WISCONSIN,CHIPPEWA,CUT CHRISTMAS TREES,5490
2022,OHIO,PORTAGE,CUT CHRISTMAS TREES,5590
2022,MINNESOTA,ITASCA,CUT CHRISTMAS TREES,5656
2022,PENNSYLVANIA,LACKAWANNA,CUT CHRISTMAS TREES,5667
2022,NEW YORK,SULLIVAN,CUT CHRISTMAS TREES,5673
2022,NORTH CAROLINA,HAYWOOD,CUT CHRISTMAS TREES,5686
2022,PENNSYLVANIA,LUZERNE,CUT CHRISTMAS TREES,5710
2022,PENNSYLVANIA,FRANKLIN,CUT CHRISTMAS TREES,5726
2022,CALIFORNIA,SACRAMENTO,CUT CHRISTMAS TREES,5760
2022,WISCONSIN,KEWAUNEE,CUT CHRISTMAS TREES,5774
2022,MICHIGAN,ANTRIM,CUT CHRISTMAS TREES,5818
2022,VIRGINIA,GILES,CUT CHRISTMAS TREES,5838
2022,OHIO,ASHLAND,CUT CHRISTMAS TREES,5844
2022,MICHIGAN,GRAND TRAVERSE,CUT CHRISTMAS TREES,5850
2022,NEW YORK,LIVINGSTON,CUT CHRISTMAS TREES,5869
2022,GEORGIA,HARALSON,CUT CHRISTMAS TREES,5875
2022,MARYLAND,CECIL,CUT CHRISTMAS TREES,5965
2022,PENNSYLVANIA,WAYNE,CUT CHRISTMAS TREES,5965
2022,MICHIGAN,LUCE,CUT CHRISTMAS TREES,6000
2022,CALIFORNIA,SAN MATEO,CUT CHRISTMAS TREES,6180
2022,GEORGIA,HENRY,CUT CHRISTMAS TREES,6195
2022,WEST VIRGINIA,MERCER,CUT CHRISTMAS TREES,6273
2022,MICHIGAN,KENT,CUT CHRISTMAS TREES,6350
2022,NORTH CAROLINA,MADISON,CUT CHRISTMAS TREES,6411
2022,VERMONT,FRANKLIN,CUT CHRISTMAS TREES,6449
2022,OHIO,RICHLAND,CUT CHRISTMAS TREES,6454
2022,OHIO,ASHTABULA,CUT CHRISTMAS TREES,6519
2022,MASSACHUSETTS,MIDDLESEX,CUT CHRISTMAS TREES,6526
2022,WISCONSIN,PORTAGE,CUT CHRISTMAS TREES,6560
2022,PENNSYLVANIA,SNYDER,CUT CHRISTMAS TREES,6590
2022,VIRGINIA,FLOYD,CUT CHRISTMAS TREES,6610
2022,ILLINOIS,CARROLL,CUT CHRISTMAS TREES,6748
2022,MINNESOTA,OTTER TAIL,CUT CHRISTMAS TREES,6769
2022,NEW JERSEY,SUSSEX,CUT CHRISTMAS TREES,6770
2022,PENNSYLVANIA,BUCKS,CUT CHRISTMAS TREES,6777
2022,PENNSYLVANIA,WARREN,CUT CHRISTMAS TREES,6824
2022,WISCONSIN,LA CROSSE,CUT CHRISTMAS TREES,7216
2022,MASSACHUSETTS,ESSEX,CUT CHRISTMAS TREES,7312
2022,WISCONSIN,CLARK,CUT CHRISTMAS TREES,7346
2022,WISCONSIN,COLUMBIA,CUT CHRISTMAS TREES,7358
2022,MICHIGAN,CHIPPEWA,CUT CHRISTMAS TREES,7360
2022,GEORGIA,NEWTON,CUT CHRISTMAS TREES,7500
2022,OHIO,MAHONING,CUT CHRISTMAS TREES,7644
2022,VERMONT,BENNINGTON,CUT CHRISTMAS TREES,7660
2022,OHIO,CARROLL,CUT CHRISTMAS TREES,7752
2022,MICHIGAN,MENOMINEE,CUT CHRISTMAS TREES,7806
2022,MICHIGAN,LEELANAU,CUT CHRISTMAS TREES,7922
2022,VIRGINIA,WASHINGTON,CUT CHRISTMAS TREES,8120
2022,CONNECTICUT,TOLLAND,CUT CHRISTMAS TREES,8431
2022,MARYLAND,FREDERICK,CUT CHRISTMAS TREES,8436
2022,MICHIGAN,LAPEER,CUT CHRISTMAS TREES,8452
2022,MICHIGAN,EMMET,CUT CHRISTMAS TREES,8500
2022,MINNESOTA,WASHINGTON,CUT CHRISTMAS TREES,8555
2022,WISCONSIN,PRICE,CUT CHRISTMAS TREES,8569
2022,NEW YORK,ALLEGANY,CUT CHRISTMAS TREES,8591
2022,NEW JERSEY,WARREN,CUT CHRISTMAS TREES,8707
2022,CALIFORNIA,SONOMA,CUT CHRISTMAS TREES,8716
2022,VIRGINIA,LOUDOUN,CUT CHRISTMAS TREES,8737
2022,MICHIGAN,KALKASKA,CUT CHRISTMAS TREES,8944
2022,WASHINGTON,SNOHOMISH,CUT CHRISTMAS TREES,8983
2022,ILLINOIS,WINNEBAGO,CUT CHRISTMAS TREES,9000
2022,MAINE,YORK,CUT CHRISTMAS TREES,9012
2022,MICHIGAN,OTTAWA,CUT CHRISTMAS TREES,9043
2022,PENNSYLVANIA,ADAMS,CUT CHRISTMAS TREES,9051
2022,NEW JERSEY,HUNTERDON,CUT CHRISTMAS TREES,9184
2022,MAINE,SOMERSET,CUT CHRISTMAS TREES,9256
2022,NEW YORK,FRANKLIN,CUT CHRISTMAS TREES,9271
2022,MAINE,KENNEBEC,CUT CHRISTMAS TREES,9418
2022,NEW YORK,ERIE,CUT CHRISTMAS TREES,9609
2022,MICHIGAN,OAKLAND,CUT CHRISTMAS TREES,9678
2022,MINNESOTA,SHERBURNE,CUT CHRISTMAS TREES,9753
2022,PENNSYLVANIA,LEHIGH,CUT CHRISTMAS TREES,9770
2022,CONNECTICUT,LITCHFIELD,CUT CHRISTMAS TREES,9807
2022,NEW YORK,ULSTER,CUT CHRISTMAS TREES,9886
2022,MARYLAND,CARROLL,CUT CHRISTMAS TREES,9935
2022,WISCONSIN,ST CROIX,CUT CHRISTMAS TREES,9935
2022,OHIO,LORAIN,CUT CHRISTMAS TREES,9967
2022,PENNSYLVANIA,MONROE,CUT CHRISTMAS TREES,9980
2022,PENNSYLVANIA,CLEARFIELD,CUT CHRISTMAS TREES,10181
2022,CONNECTICUT,NEW HAVEN,CUT CHRISTMAS TREES,10263
2022,PENNSYLVANIA,POTTER,CUT CHRISTMAS TREES,10465
2022,CONNECTICUT,NEW LONDON,CUT CHRISTMAS TREES,10561
2022,MAINE,PISCATAQUIS,CUT CHRISTMAS TREES,10725
2022,CALIFORNIA,RIVERSIDE,CUT CHRISTMAS TREES,10890
2022,NEW YORK,DUTCHESS,CUT CHRISTMAS TREES,10947
2022,NEW YORK,WAYNE,CUT CHRISTMAS TREES,10991
2022,MAINE,WALDO,CUT CHRISTMAS TREES,11002
2022,PENNSYLVANIA,NORTHUMBERLAND,CUT CHRISTMAS TREES,11227
2022,VERMONT,WASHINGTON,CUT CHRISTMAS TREES,11324
2022,MASSACHUSETTS,HAMPDEN,CUT CHRISTMAS TREES,11441
2022,MASSACHUSETTS,FRANKLIN,CUT CHRISTMAS TREES,11546
2022,NORTH CAROLINA,MOORE,CUT CHRISTMAS TREES,11600
2022,CONNECTICUT,HARTFORD,CUT CHRISTMAS TREES,11797
2022,MICHIGAN,MANISTEE,CUT CHRISTMAS TREES,11872
2022,PENNSYLVANIA,FAYETTE,CUT CHRISTMAS TREES,12000
2022,NEW YORK,TOMPKINS,CUT CHRISTMAS TREES,12129
2022,NEW YORK,BROOME,CUT CHRISTMAS TREES,12223
2022,NEW YORK,ORANGE,CUT CHRISTMAS TREES,12225
2022,PENNSYLVANIA,WASHINGTON,CUT CHRISTMAS TREES,12312
2022,VERMONT,CHITTENDEN,CUT CHRISTMAS TREES,12654
2022,OHIO,LICKING,CUT CHRISTMAS TREES,12806
2022,MASSACHUSETTS,HAMPSHIRE,CUT CHRISTMAS TREES,12822
2022,NORTH CAROLINA,MCDOWELL,CUT CHRISTMAS TREES,12886
2022,ILLINOIS,MCHENRY,CUT CHRISTMAS TREES,12926
2022,MICHIGAN,IRON,CUT CHRISTMAS TREES,13172
2022,CONNECTICUT,WINDHAM,CUT CHRISTMAS TREES,13442
2022,VERMONT,ORLEANS,CUT CHRISTMAS TREES,13730
2022,CALIFORNIA,SANTA CLARA,CUT CHRISTMAS TREES,13734
2022,OREGON,MULTNOMAH,CUT CHRISTMAS TREES,13926
2022,PENNSYLVANIA,CHESTER,CUT CHRISTMAS TREES,14498
2022,NEW YORK,CATTARAUGUS,CUT CHRISTMAS TREES,14601
2022,OHIO,FAIRFIELD,CUT CHRISTMAS TREES,14690
2022,OREGON,COLUMBIA,CUT CHRISTMAS TREES,14713
2022,NEW YORK,WASHINGTON,CUT CHRISTMAS TREES,14875
2022,MICHIGAN,CHEBOYGAN,CUT CHRISTMAS TREES,15114
2022,NEW YORK,OSWEGO,CUT CHRISTMAS TREES,15161
2022,WASHINGTON,SPOKANE,CUT CHRISTMAS TREES,15265
